עומר טייכר | מדריך וטכנאי מחשבים: (16:33) : אתם יכולים לרשום בצ'אט מה שאתם רוצים, לשאול שאלות, להעיר הערות, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:54) : 15.2. אני לא אין לי פה את האפשרות אפילו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:08) : אני לא יודע נראה לי שזה חמש אני לא יודע אני אבדוק את זה אבל לא חושב שאני אבדוק אני אבדוק אבל אם הוא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:17) : מה אמרת לי שהוא מציע לך ארבע 
חגי ולוסקי: (1:30:20) : לא, הוא נמצא לחמש, הוא כרגע נמצא בארבע, ואני רוצה לעשות לשתיים, ואני לא מטח. אז אנחנו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:23) : צריכים לבדוק למה אתה בארבע. צריך לבדוק את זה. אין לי מושג, אגו. מה יקפיץ אותך לשם? 
חגי ולוסקי: (1:30:28) : אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:28) : לא יודע. 
חיה: (1:30:30) : אז 
חגי ולוסקי: (1:30:30) : אתה משלם לארבע? 
חיה: (1:30:33) : רגע, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:34) : רגע, מי מקפץ פה? 
חגי ולוסקי: (1:30:35) : תודה, תודה בכל מקרה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:37) : בכיף, בקיף, חגי, בכיף. 
חגי ולוסקי: (1:30:40) : ואני אשמח כמובן לתוכנת סינכרונים אפשר. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:43) : אתה מתכוון לתוכנה שדיברתי עליה? כן, 
חגי ולוסקי: (1:30:45) : לכישור לתוכנת סינכרונים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:46) : אני אשלח את הכישור במען סיכומתי, אגו. תודה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:51) : שוש מה את רוצה לשאול אני איתך. 
SHOSH: (1:30:55) : אני הכרתי ולכן אתה אמרת שדיברת אני הכפסתי היום את גוגל דרייב בבחשב ולא מצאתי את הסימן שלו. זה נקרא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:03) : גוגל דרייב פור דסקטופ. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:07) : גוגל 
SHOSH: (1:31:07) : דרייב פור דסקטופ נו 
SHOSH: (1:31:10) : אבל אני צריכה לראות את הסימן שלו את המשולש. נכון 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:14) : אם את לא רואה יכול להיות שלפעמים המשולש נמצא. בתוך החץ הקטן אני אראה את זה, שנייה אני אראה את זה, רגע אני אראה את זה. תסתכלי שוש. 
SHOSH: (1:31:26) : באיזה אוטו צריך להיות הגוגל דרייפ? תסתכלי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:29) : איפה? 
SHOSH: (1:31:30) : כן. אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:31) : אראה לך, אני אראה לך. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:33) : את רואה את המסך שלי? כן, 
SHOSH: (1:31:35) : כן. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:35) : הכל צריך להיות פה, דרייפורדסטו בדי. בדי? אוקיי, אני 
SHOSH: (1:31:43) : אנסה. אבל אני אגיד לך מה הייתה הבעיה, הייתי צריכה תאומס והייתי צריכה לשלוח אותו, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:51) : ואז 
SHOSH: (1:31:51) : עשיתי צילום אלי מטפסת, גם זה בעיה. אז צילמתי אותו בסלולרי ולא הצלחתי לשלוח, לא יכולתי לגרור את זה לשם, אז חשבתי אם היה לי בגוגל דרייב, אז אולי כן. 
SHOSH: (1:32:04) : אולי אני יכולה להשתמש בגוגל דרייב בטלפון ולעשות את התאומס? גם. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:10) : כן. 
SHOSH: (1:32:11) : אבל זה חשוב למצוא את זה גם במחשב נכון? והוא חייב להיות עם צורה של משולש נכון? אמת, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:18) : אמת. אז 
SHOSH: (1:32:18) : טוב, אז אלי, תודה. 
SHOSH: (1:32:21) : טוב. אה עוד דבר, אתה אמרת שאתה שולח חלק? משהו, מה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:26) : אני אשלח מחר במייל סיכום, אני אשלח את כל הפרטים. כן. אני אשלח איך משתפים מהר מהענן, כל מיני דברים שדיברנו עליהם היום אני אשלח. תודה 
SHOSH: (1:32:35) : רבה. בכיף, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:37) : בכיף, בכיף. מה זה, רגע יש פה איזו שאלה. קפצה לי משהו, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:43) : אה זה יפה, תדאגה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:49) : אני קפץ, אה לא, שלחתי בפנים פרטיים. תראי איך נרולה את זה משם. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:57) : כן, יכול... כן, אני נכון. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:00) : יש פה עניין. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:02) : צריך לבדוק את זה, יכול להיות, כן. נעמי שלחה לי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:06) : גם מרחוק שצריך להגיע לחפשי... לא לא לא, מרחוק נעמי שאלת שאלה אם שירזור חשבונות אפשר, אפשר גם מרחוק. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:17) : מתוחר של ג'מני, צריך לבדוק את זה. אינץ, כאילו זה דורש בדיקה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:23) : כי זה יכול להיכנס מכל מיני מקומות. עוד שני טרה זה יכול להיכנס גם מגוגל וורקספייס, נותן עוד שני טרה. יש כל מיני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:33) : שירותים של גוגל שנושאים לך עוד שני טרה. יש כל מיני, בגלל זה דורש בדיקה פרטנית אמרתי לו זה לא משהו שאני יכול להצביע על זה ולהגיד בגלל זה את מבינה? מה זה ה-work? לא לא זה לא בשבילך שוש זה לעסקים זה לא בשבילך. זה פשוט לא יתן לך קנון כי זה לא בשבילך. כן 
SHOSH: (1:33:54) : לא ברמה אני לא ברמה בסדר. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:56) : כן תוכנות מייקרוסופט ברור 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:03) : עומר תכניס פשוט לרשימת הטיפים מה זאת אומרת לרשימה טיפים? על מה אתה מתכוון גיאורה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:09) : על מה אתה מתכוון לרשימת הטיפים? מה להכניס? את הגוגל דרייפורדסקטופ? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:18) : גיאורה, על מה אתה מתכוון? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:21) : אה, תרשים הזרימה אוקיי, אוקיי, אוקיי, בסדר אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:26) : אני אקח את זה לצומת ליבי אני אקח את זה לצומת ליבי אוקיי, עוד שאלות 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:33) : אפשר 
AD: (1:34:33) : לשאול משהו? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:35) : כן, אתה 
AD: (1:34:35) : יכול לשאול בקטן. אני עושה באמת שיתוף של אקסל, 
AD: (1:34:41) : שיתוף של קובץ אקסל, אבל מה שקורה, אנחנו משתמשים, 
AD: (1:34:46) : אורחים אותו באקסל ועושים הערות שם, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:49) : וברגע 
AD: (1:34:51) : שזה יוצא מגוגל פתאום הוא מוסיף לשם ID עם תאריך ושעה וכל מיני דברים, הוא מוסיף להיערה כל מיני דברים. איך מונים את זה? איך הוא מלכלך לי את ההיערות? 
AD: (1:35:04) : זה מוזר. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:06) : אתה רוצה ש-drive for desktop משנה את הקובץ? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:14) : איך הוא משתנה? 
AD: (1:35:16) : אתה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:16) : עשית 
AD: (1:35:16) : באקסלו? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:17) : הוא הוסיף 
AD: (1:35:18) : בהערות. מוסיף טקסט מקדים להערה שכתוב שם ID ותאריך ושעה. 
AD: (1:35:29) : צריך 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:30) : לבוא, אני חושב שאני צריך לראות למה זה קורה, כי Drive for Desktop לא אמור לעשות את זה. הוא בסך הכל שומר שינויים, הוא לא אמור להוסיף שום דבר לקובץ, אני לא יודע למה נוסף לקובץ שלך דברים. כי 
AD: (1:35:41) : יכול להיות, יש לי איזושהי השערה שיכול להיות שכשאני פותח את זה מהפלאפון, אז זה לא פותח את האקסל, אלא זה פותח את זה בגוגל שיטס, ואז ברגע שזה גוגל שיטס, מוסיף שם כל מהדברים. לא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:54) : בגוגל שיטס, כן, אוקיי, אולי ועדיין, יש לך אופיס 365? לא. 
AD: (1:36:04) : אוקיי, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:05) : זאת אומרת, אם יש לך אופיס 365, אתה לא יכול להתקין אופיס בטלפון, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:10) : כי רק ב-365 אפשר להתקין. אין 
AD: (1:36:12) : לי אופיס בטלפון. יפה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:14) : זאת אומרת ש... שצריך לבדוק למה גוגל שיץ הוא בעצם משנה לך את הקובץ אני אבדוק את זה על עצמי כי לי יש אופיס בטלפון אז אני פותח עם אקסלו בטלפון ואתה לא אז אני כן אצור כל מיני קובצים ואני אבדוק למה זה קורה כי אני לא כך התעסקתי בזה אבל 
AD: (1:36:35) : זה לא קורה תמיד זאת אומרת זה לא קורה מיידית יכול להיות אחרי כמה ימים פתאום אתה רואה שזה הוסיף להערות 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:44) : שאני חושב על זה אני לא רואה סיבה למה שזה יעשה את זה אבל יכול לקרות כי זה שני תוכנות שונות שעובדות על קובץ כאילו זה אחד נוצר באקסל והשני בגוגל שיטס יכול להיות שיש פה איזה שינוי בקובץ זה יכול להיות 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:59) : אני לא התעסקתי אבל כאילו אם זה לא נפתח בקובה האקסל עצמו יכול להיות שהוא עשה 
AD: (1:37:08) : משהו לא יודע. 
AD: (1:37:13) : עוד מילה משהו אחר. וכנראה שהוא מתרגם את זה להערות ואז הוא מוסיף שם איזשהו מידע. יכול 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:21) : להיות, יכול להיות. תראה בכל מקרה אם אתה עובד באקסל נכון? כן. 
AD: (1:37:28) : מה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:28) : שאני ממליץ לך, ואתה עובד הרבה בטלפון? אתה פותח הרבה בטלפון? לא 
AD: (1:37:32) : מעט מאוד, מעט מאוד. אולי, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:37) : אולי אפשר, אולי אפשר אני אבדוק את זה להתקין בטלפון. תוכנה שהיא לא אופיס אלא איזה מניפולציה של אופיס זה כמובן איזו אפליקציה חינמית כזאת שפותחת את זה כמו האקסלו הרי יש כל מיני תוכנות חינמיות שפותחות את זה כמו האקסלו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:57) : אולי לפתוח את זה בגוגל שוויץ זה לא נכון 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:01) : וצריך להוריד תוכנה אחרת אבל בלי שאני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:04) : לא יודע לדעות כי אני משתמש באופיס בטלפון שלי אז אני לא יודע אבל אני אבדוק את זה 
AD: (1:38:11) : הבנתי אוקיי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:33) : תודה. 
.יגאל ויעל סמיד: (1:38:38) : שמעתי 
.יגאל ויעל סמיד: (1:38:44) : המלצות לא עברתי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:48) : לגוגל שם. תראה תראה אמרו לי שאז זה מתגבה אוטומטית וכו'. אני אגיד לך אם למשל אתה עובד באופיס נכון? כן. 
.יגאל ויעל סמיד: (1:38:54) : נגיד 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:54) : לו ואתה שונא את הקבצים בתוך המסמכים או בשולחן העבודה נכון? 
.יגאל ויעל סמיד: (1:38:59) : כן. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:00) : ויש לך סנכון לענן זה מתגבה אוטומטית 
.יגאל ויעל סמיד: (1:39:05) : אתה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:05) : מבין את הנקודה? 
.יגאל ויעל סמיד: (1:39:06) : עכשיו שאנחנו עובדים, ברגע שהגדרתי, סינכרון הזה שוטף כבר. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:11) : כל 
.יגאל ויעל סמיד: (1:39:11) : מה שהגדרתי, 
.יגאל ויעל סמיד: (1:39:15) : זה על חי. אמת, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:17) : אמת. 
.יגאל ויעל סמיד: (1:39:19) : תודה רבה. הייתה הרצאה מאוד 
.יגאל ויעל סמיד: (1:39:22) : מלמדת, וזה תמיד התאמן 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:24) : לי. תמיד 
.יגאל ויעל סמיד: (1:39:25) : לא הייתי בטוח בכל הגיבויים שאני עושה, ועכשיו זה באמת, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:30) : מה 
.יגאל ויעל סמיד: (1:39:30) : שהדחת זה מדהים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:33) : אני שמח. תודה רגל תודה 
לילך: (1:39:46) : עוד 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:53) : שאלות. 
לילך: (1:40:04) : 65% כבר תפוס, 
לילך: (1:40:08) : וערוב זה גוגל פוטוס. 
לילך: (1:40:11) : אמרת משהו על טייק אוט, מה אני עושה עם כל ה... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:16) : יש את טייק אוט? שהוא בעצם מוריד את הכל למחשב, אתה גם מקום יחסון לדבר הזה להכסן אותו במקום חיצוני. אתה גם קונה, תכין לראות מה הגודל של הדבר הזה. איך מתקינים טייק אאוט 
לילך: (1:40:30) : על המחשב? לא מתקנים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:32) : זה שירות של גוגל. אם תסתכלי ברשימת השירותים יהיה לך טייק אאוט זה לא מתקנים, 
לילך: (1:40:39) : זה לא התקנה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:40) : לא לא זה לא אפליקציה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:44) : אבל יש בה המון הגדרות אם את לא מצליחה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:48) : אם את לא מצליחה למצוא את ההגדרה, הרי מה שקורה כשאת פותחת את גוגל טייקאוט, הוא לא מראה לך ישר את גוגל פוטו, אז הוא מראה המון המון המון שירותים שיש בגוגל, מה את רוצה להוריד לו? את צריכה לבחור את התמונות. אני רוצה לרשום בשירה של גוגל חיפוש את 
לילך: (1:41:04) : גוגל 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:08) : טייקאוט. אמת, אמת, אמת. תשחקי עם זה לילאר, תשחקי, את תסתדרת, תשחקי. אם את לא מסתדרת אני אעזור לך, אבל תנסי. 
לילך: (1:41:19) : אוקיי. והצריכה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:20) : גם קונה נכסון להעתיק את כל התמונות האלה. אבל אם אני רוצה 
לילך: (1:41:24) : שחלק כן, כי התמונות יהיו באיזשהו מקום שכן אפשר לראות אותם, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:30) : את יכולה לשים אותם בתוך הגוגל דרייב, ואז הם לא יושבו לך בתוך הגוגל פוטוס. כאילו זה שני דברים שונים. גוגל פוטוס אתה רואה, זה כאילו ייעודי לתמונות, ובתוך הגוגל דרייב זה מראה תמונה תמונה, זה כמו קובץ. 
לילך: (1:41:45) : אבל זה כן נוח שזה בגוגל פוטוס. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:48) : את יכולה להוריד את הכל ואז למחוק חלק מהתמונות מהגוגל פוטו זו. אז מבינה, כשאת עושה טייק אאוט הוא מוריל לך את הכל המחשב, לא מוחק אותם באופן אוטומטי. יש לך אפשרות או למחוק הכל מהגוגל פוטו, או למחוק חלק מהתמונות. אם לא הבנתי את השמינות, תגידי לי. טייק אאוט הוא בעצם מוציא את הכל למחשב? 
לילך: (1:42:14) : מעתיק. מעתיק. הוא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:17) : לא מוחק, הוא בעצם את מורידה, את לא מעתיקה מהזה, הוא פשוט יוצר לך קבצים שאת מורידה למחשב של הגוגל פוטו זו. את יכולה להוריד למחשב את כל הגוגל פוטו זו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:29) : אוקיי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:30) : אבל הוא לא מוחק. 
לילך: (1:42:33) : טוב. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:33) : יש שפושרות אחרת של מחיקה, אבל זה לא מוחק. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:39) : אחרי זה אתה יכול להיכנס לגוגל פוטוס ולסמן מה שאת רוצה באופן ידני ולמחוק. 
לילך: (1:42:46) : אבל יש לי המון תמונות אני לא יודעת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:49) : איך. מאתגר לי לך 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:53) : אין כסם. זה לוקח זמן וזה הרבה עבודה אם רוצה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:58) : תראי הם עשו את זה בכוונה. עשו את זה בכוונה והסברתי את זה גם בהרצאה. הם עשו את זה בכוונה שלא תוכלי לצאת מהמסלולים שלך. עשו את זה בכוונה. קשה מאוד למחוק מגוגל פוטוס תמונות. אלה אם אתה עושה בולק כזה אתה מחוק את הכל ביחד מאיזה שירות אני לא זוכר. או שאתה מוחק ידיים זה יכול לקחת לך 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:18) : שנים אפילו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:20) : זה מטורף, למחוק תמונות מהגוגל פוטו זה מאוד קשה. זה לא כמו מהדריב או מהג'ימייל, לא. מהגוגל פוטו זה עולם אחר, זה מאוד קשה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:30) : יש לי מלא לקוחות שאת יודעת, זה פשוט לא. אבל 
SHOSH: (1:43:36) : זה כיף שעשית הרבה טיולים והיה לך כיף, נכון? כן, 
לילך: (1:43:41) : ויש לי שם מגיל אפס. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:48) : מה שהעובר. 
לילך: (1:43:49) : לא, היו לי אלבומים פיזיים, ורציתי לגבות אותם, אז צילמתי תמונת תמונה, והפכתי אותם לתמונות בגוגל פוטוס, ואז שיניתי גם את התאריך כדי שזה יהיה תואם לתאריך הכרונולוגי, כדי שאם מישהו יגיד לי תרי לי תמונה מגיל שלוש, אני אוכל ללכת לתמונה 1983, אצא לך תמונה בגיל הזה, או חצנה של הורים שלי 
לילך: (1:44:11) : מ-1977, אני מצאת תמונה של אמא שלי קלה. 
לילך: (1:44:16) : הכל מגובה לשם 
לילך: (1:44:18) : וגם הכל 
עומר טייכר | מדריך וטכנאי מחשבים: (1:44:18) : באלגומים 
לילך: (1:44:19) : מסודרים לפי זה נושאים ותערכים זה יפה מאוד 
לילך: (1:44:25) : תופס מקום מלא מקום יש פה שאלה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:44:29) : של גיאורה מתי תתבצע התקפה באיראן יש לי איזושהי תשובה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:44:36) : חוכמת העמונים אני 
SHOSH: (1:44:40) : צוחקת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:44:42) : קאיה יש לך שאלה את אותה לשאול יש לנו בדיוק עוד שתי דקות עד שיעיפו אותנו. 
חיה: (1:44:47) : לא לא שייך לשיעור את השיעור היום ברוך השם הבנתי מצוין. אתה מסביר כל כך טוב שאי אפשר לפספס. וכיף. יופי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:44:56) : אם לא נספיק איזו 
חיה: (1:44:57) : זרוחת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:44:58) : אותנו תוכל 
חיה: (1:44:59) : לשלוח 
עומר טייכר | מדריך וטכנאי מחשבים: (1:45:00) : לי באוקט שלי. יש 
חיה: (1:45:02) : לי בעיה עם הוואטסאפ פתאום נעלם לי הוואטסאפ במחשב. בלי שום 
חיה: (1:45:08) : לא יודעת למה ואני עושה את 
עומר טייכר | מדריך וטכנאי מחשבים: (1:45:10) : זה בכמה דקות. 
חיה: (1:45:12) : מה? - אני אפשר 
עומר טייכר | מדריך וטכנאי מחשבים: (1:45:13) : לפתור את זה בכמה דקות. תצריתי קשר, אני אפשר לפתור את זה בקלות. - כן. 
חיה: (1:45:19) : מה זה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:45:20) : מהצלצל 
חיה: (1:45:22) : לך? מתי נוח 
עומר טייכר | מדריך וטכנאי מחשבים: (1:45:23) : לך? אני חושב שבחר יום עמוס מאוד, אבל בשלישי, את יכולה בשלישי? מחר הזה באמת יום עמוס מאוד. אז 
חיה: (1:45:29) : יום שלישי באיזה שעה פלוס מינוס? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:45:33) : צהריים, נגיד אחד? בסדר 
חיה: (1:45:37) : גמור. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:45:39) : תודה 
חיה: (1:45:40) : רבה. אני רושם, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:45:41) : באחד. באחד, 
חיה: (1:45:43) : בעזרת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:45:44) : השם. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:45:49) : בסדר עוד דקה הוא זורק אותנו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:45:52) : אז ניתן לו לזרוק אותנו בכיף כזה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:45:57) : אם מישהו רוצה לשאול את זה יש עוד שאלה בינתיים עד שהוא זורק אותנו אני אשמח לענות. סליחה עוד מילה אמרת 
חיה: (1:46:08) : שבמחשב אין כאילו אין גוגל דרייב אבל כשפותחים גוגל דרייב במחשב אז רואים אותו גם כמו. יש תפריט בצד ימין, הכל כמו ש... 
