עומר טייכר | מדריך וטכנאי מחשבים: (20:04) : אני כבר שם אתכם במיוט אני מתחיל להודקה אני משתיק אתכם 
Nahum Zolotov: (1:29:24) : אוקיי, קודם כל תודה על ה... 
Nahum Zolotov: (1:29:28) : על הזום, והיה מלמד מאוד, רציתי לשאול אם אפשר למיין, את המייל, מהמייל הישן לחדש. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:41) : כאילו לראות את הישנים ביותר. 
Nahum Zolotov: (1:29:43) : נכון, בהתחלה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:44) : איזו שאלה נהדרת, ויש את האפשרות הזאת, אני אראה לך. את יודע שפעם, לפני כמה שנים, היה לי בדיוק, רציתי, אני ממש, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:29:55) : עיניתי את עצמי בדבר הזה רציתי לראות מה השנה החדש ולא ידעתי איך וחקרתי על זה המון זה ממש לא ברור לעין אני אראה לך איך עושים את זה. לא היה מחשבים איש 
Nahum Zolotov: (1:30:06) : מחשבים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:09) : תסתכל, שים לבו. אתה רואה את המסך שלי? כן, כן, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:13) : בודאי. אתה רואה, כתוב אחד מתוך 25? כן. שים לבו. אתה עומד על זה, בוחר הישן ביותר. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:23) : ואז הוא מסדל את זה מהישן לחדש. אוקיי. 
Nahum Zolotov: (1:30:25) : פתאום. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:27) : נתן? פשוט 
Nahum Zolotov: (1:30:28) : וקל. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:29) : פשוט וקל. כשיודעים הכל פשוט וקלו. 
Nahum Zolotov: (1:30:32) : תודה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:35) : אלי מה אתה רוצה לשאול שלו 
אלי סלע- איך למכור באמזון: (1:30:39) : כן, אם יש לך כמה טיפים לתת לנו בנושא של איך שהמיילים שלנו לא יגיעו לטבעת ספם אצל הלקוח או אצל מי שאנחנו שולחים לו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:30:52) : אתה מתכוון דרך רב מסר או שלח מסר? כאילו אימייל פרטי לא אמור להגיע לטבעת ספם. אין סיבה. 
אלי סלע- איך למכור באמזון: (1:31:01) : מה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:02) : אין סיבה שהאימייל הפרטי שלך יגיע לטבעת ספם. 
אלי סלע- איך למכור באמזון: (1:31:07) : גם אם אני שולח, נגיד, דרך איימל עם הפרטים מסרים שיווקיים או משהו כזה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:15) : אוקיי, אני לא שולח מסרים שיווקיים דרך איימל הפרטי, כי אני חושב שזה גם אסור. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:22) : זה איך בו, כגדת, פעם לא מאפשר לך לעשות הדבר הזה. 
אלי סלע- איך למכור באמזון: (1:31:28) : זה נכון, אבל בוא נאמר אם אני משתמש עד... 
אלי סלע- איך למכור באמזון: (1:31:31) : בכלי של דיבור 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:34) : אז זה כבר לא טיפים שאני יכול לתת לך זה כבר משהו שאין צריך להתת לך 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:38) : כלי של דיבור כמו רב מסר יש אותה טכניקות שלא כדי לא להיכנס לספם זאת 
אלי סלע- איך למכור באמזון: (1:31:46) : אומרת בג'ימאל שאני שולח מייל רגיל 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:49) : אתה כתוע 
אלי סלע- איך למכור באמזון: (1:31:51) : אני אומר בג'ימאל שאני שולח מייל רגיל למישהו שאני מתכתב איתו אין סכנה שהוא יגיע בעצם לספם 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:58) : לא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:31:59) : לא שאני נתקלתי לפחות אני לא נתקלתי בדברים כאלה שמייל פרטים נכנסים לספם. אוקיי 
אלי סלע- איך למכור באמזון: (1:32:07) : נכון תודה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:09) : בוא נראה. שאול אתה רוצה לשאול שאלה? כשהתחלתי 
Shaul Waniel: (1:32:14) : לשאול אותך על ווינדוס 10 ו11 
Shaul Waniel: (1:32:17) : אמרת לי שזה שאלה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:19) : נכון שאמרתי לך שזה שאלה טובה ושאלת אותי עוד שאלה. אז לגבי השאלה הראשונה שלך. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:26) : ב-14 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:28) : באוקטר באוקטובר באופן רשמי נגמרת התמיכה בווינדוס 10 זה אתה יודע? אני 
Shaul Waniel: (1:32:35) : יודע שזה יום מוללת שלי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:37) : יום מוללת שלך גם טוב. אז ב-14 באוקטובר 2025 אמורה להיגמר התמיכה אבל ואני אומר לך וזה נותן לך ממש דבר חדש. ש-99.9% מהאנשים לא יודעים כי הוא פורסם מאחורי הקלעים ב-24 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:55) : ביוני לפני שבוע אוקיי? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:58) : בשנה הראשונה, זאת אומרת מ-14 באוקטובר, השנה הראשונה תקבל עדכון הבטחה חינם, למה? מייקרוסופט בעצם ציפו שאנשים יעברו לווינדוס 11 ביותר, אבל זה לא קרה. אנשים נשארו בווינדוס 10 במיוחד ארגונים, לא מדבר על אנשים פרטיים, ולכן הם הבינו שאם הם יפסיקו עדכוני תמיכה זה לא יהיה טוב. אז בשנה הראשונה עד 2026. אתה לא צריך לדאוג לגבי תכוני הבטחה, אתה תקבל אותם 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:32) : עד אוקטובר 26 חינם, אחרי זה אולי משנה שוב את דעתם, לך תדע, אבל בשנה הקרובה נחמה לדאוגו, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:42) : לגבי הדבר הזה לפחות. תודה 
Shaul Waniel: (1:33:44) : רבה לך. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:45) : כיף. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:49) : ז' אור, מה זה ז' אור? ז' אור 
Zo: (1:33:52) : זה קיצור של זוהר. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:54) : זוהר, זוהר, אני איתך זוהר. 
Zo: (1:33:57) : אתה לא אומר, אני לא מצליח להעלות בתפריט מצד ימין את כל הדואר למעלה, לא מצליח לשנות המיקום שלו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:08) : אה, בתפריט מצד ימין, אתה כאילו, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:12) : כשיש לך את העוד, 
Zo: (1:34:15) : כן. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:17) : אתה לא מצליח לגרור? 
Zo: (1:34:19) : לא, אני גורר את זה וחוזר למקום. 
Zo: (1:34:22) : הוא מתעקש להישאר במקום. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:24) : אוקיי בסדר אני לא יודע כי אני לא רואה את המסך שלך מן הסתם אבל אתה כן יכול לפנות אליי בוואטסאפ אני יכול לעשות לך איזושהי שלטות קטנה למחשב אם אתה רוצה ונבדוק את זה כי כבר שאין לי שליטה למחשב שלך אני לא יכול כל כך לדעת למה 
Zo: (1:34:40) : זה קורה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:41) : ואיך זה קורה. בסדר אני מניח שאתה עמוס עכשיו 
Zo: (1:34:43) : אז אני פנים באחד הימים הקרובים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:48) : כן אפילו מחר אני פנוי מחר אתה יכול לשלוח לי וואטסאפ ואני איתך בזה. אני אתחבר טיק טיק למחשב שלך ואני אסתכל זה לא אמור להיות משהו אתה יודע. אני 
Zo: (1:34:58) : מודה לך. תודה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:01) : שלמה יש לך שאלה? 
Shlomo Ashkenazi: (1:35:04) : לגבי המרכות 
Shlomo Ashkenazi: (1:35:06) : אני צריך לסמן כל מייל במפרד? שאני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:09) : שולח 
Shlomo Ashkenazi: (1:35:09) : או שיש. מה זאת אומרת? המייל שמאפשר לי לראות האם המייל נקרא או לא. אוקיי. עכשיו, האם אני מסמן כל פעם שאני שולח מייל, את המייל עצמו, או שנכנס כפוסטאפי, כל המיילים שנשמעו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:25) : אתה לא מסמן שום דבר, זה הכל אוטומט. 
Shlomo Ashkenazi: (1:35:29) : אתה הרי צריך לסמן משהו בתוך ה... לא, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:31) : לא, לא, לא. בפעם הראשונה שאתה שולח מייל, בפעם הראשונה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:37) : אתה רואה שם... אתה רואה שם איזה שורה שמראה שאתה שולח עם mail suite בפעם הראשונה אתה לוחץ על remove אישור וזהו מוחק אותו לתמיד אתה לא צריך כל פעם. אוקיי 
Shlomo Ashkenazi: (1:35:52) : ואז הוא תוכנית על כל המיילים שאני שולח מאותו רגע 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:56) : נכון נכון בדיוק הבנתי. 
Shlomo Ashkenazi: (1:36:00) : קודם כל באמת תודה אתם היו מדהים ותמיד לומדים. ורציתי לדעת, אמרת שמחר אתה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:12) : תהיה פנוי, מתי אתה תהיה פנוי? אני רוצה לעזור לך משהו. באופן עקרוני, מחר אני בבית, אני אגיד לך, אני אסתכל ביומן כי אני לא זוכר כלום בעל פה, אני אגיד לך, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:21) : מחר, אני עד אחד בבית, כאילו, אני אגיד לך, מתי? מ-11 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:28) : עד 1 אני בבית, כאילו שעתיים ככה, אז אני רוצה להיפגש עם חבר, אבל בשעתיים אני חוזר ב-4, אז אני בערך, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:36) : מי עד 11 ומאה 4. 
Shlomo Ashkenazi: (1:36:39) : 11 ומאה 4? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:42) : או מי 11 עד... אני אגיד לך שוב, אני אגיד לך שוב, מי 11 עד 1, ומאה 4 עד הערב. אוקיי, 
Shlomo Ashkenazi: (1:36:54) : תודה. זה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:55) : כיף. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:58) : לימור, לימור לא שאלה, לימור תשאלי. 
limor: (1:37:02) : זה לא לימור זה אורי לימור זאת הבת שלי. אההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההההה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:31) : בגוגל והוא אמר לי מייל סוויט אז אני אומר מה שהוא אומר. 
limor: (1:37:34) : טוב זאת לא השאלה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:36) : אני יודע. 
limor: (1:37:37) : התקנתי והכל טוב הופיע לי במייל ששלחתי לעצמי את השני אבים העירוקים. אוקיי. אתה אומר שאם לוחצים עליהם מופיע מילה רימוב לא מופיע ציל. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:48) : לא לא לא לא לא לא שאתה שולח בפעם הראשונה מייל. 
limor: (1:37:53) : כן. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:54) : אתה תראה בתוך המייל שורה שמראה לך את זה נשלח עם מייל סוויט. אתה צריך לעשות X ואז לעשות Removal. 
limor: (1:38:03) : זאת אומרת אני צריך לשלוח את זה קודם. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:05) : נמת. 
limor: (1:38:07) : אני שולח לעצמי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:08) : שולח ואז אתה תראה בדואר שאתה שולח, אתה תראה שורה כזאת בתוך המייל, אתה צריך לעשות Removal. 
limor: (1:38:18) : אוקיי, ואז, טוב, אני כרגע לא רואה את זה, אבל... 
limor: (1:38:22) : בסדר, שם שהיא הערה שגם רשמתי קודם, העניין של הכוכבים, אני משתמש בזה המון. 
limor: (1:38:29) : הבעיה רע שזה מצטבר לטונות של כוכבים ומומלץ מאוד לסלק אותם. בוודאי, בוודאי, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:36) : בוודאי. 
limor: (1:38:38) : רק 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:38) : את החשובים. 
limor: (1:38:41) : עניין של הצבעי מאוד מצלחן בעיניי ואני אנצל את זה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:45) : בוודאי, בוודאי. תשמע, זה הכל סדר פנימי של בן אדם. אני מאמין ש... שוב, זה חשוב מה שאמרת. אפשר להסיר את הכוכב. זה לא... אתה לא מתחתן קתולית עם הכוכב. ברגע 
limor: (1:38:56) : שטיפלתי בזה או... או כרטיס של איזה מופע. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:01) : אתה צודק. 
limor: (1:39:02) : אני אצא אותו בטלפון למעלה. אז היום הכל דרך המיילים מגיע. אתה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:08) : צודק מאוד. 
limor: (1:39:09) : תודה רבה זה מאוד היה מעניין. תודה תודה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:12) : וכן. יאללה שוש. יש לנו עשרה דקות שזורקים אותנו. אני מקשיבו. 
SHOSH: (1:39:17) : קודם כל אני אולי לא אמרתי. אבל אתה יודע שהשיעור הזה ממש תורם. כי ממש הוא מעשי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:23) : זאת המטרה. 
SHOSH: (1:39:25) : כן אז תודה רבה. עכשיו אני שואלת האם כשאתה שולח את המייל סוויט האם אתה מקבל אימייל חזרה או שרק שנבי? מה זאת אומרת מייל 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:36) : חזרה? לא 
SHOSH: (1:39:38) : היה כתוב אצלך נשלח אתה הראתה לנו. אוקיי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:42) : אוקיי 
SHOSH: (1:39:42) : אוקיי. הוא חוזר אליך משהו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:44) : לא לא אני הראתי לכם את זה במייל השני שלי שזה קיבלתי את זה זה הכל לא. 
SHOSH: (1:39:49) : אבל אז לא מקבלים עם אל אחר? ממש 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:52) : לא, רק בלשונית נשלח התורה שזה נשלח, זהו. 
SHOSH: (1:39:58) : ועוד שאלה שהיא לא קשורה לשיעור אם אתה במקרה יכול לעזור. שהיה לי ווינדוס 10 אז אם הייתי רוצה 
SHOSH: (1:40:07) : לצלם מסך כאילו לשמור אותו להעביר אותו לפאורפון הייתי עושה רק את ה... איך קוראים לזה פה? סקרין משהו עם סקרין. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:16) : פרינטסקרין. כן 
SHOSH: (1:40:17) : פרינטסקרין עכשיו שהוא עבר לי ל11 אני לא יודעת איך הוא עבר בטעות אז שם אי אפשר לעשות פרינטסקרין אתה יודע איך... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:25) : כן את יכולה ללחוץ על הכפתור של הווינדוס במקלדת 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:31) : שיפט ו-s. 
SHOSH: (1:40:32) : אז זה אני יודע זה יותר קצר. אוקיי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:35) : אוקיי 
SHOSH: (1:40:36) : אוקיי אוקיי. שאלתי כי אולי יש משהו יותר קצר. זה יותר קצר. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:40) : אני אבדוק. 
SHOSH: (1:40:40) : לא רגע רגע רגע כי אני רוצה להגיד לך שאתה עושה ווינדוס שיפט וס. אז הוא נפתח עד אצלי טבע. ואז אתה צריך לבחור את 
SHOSH: (1:40:49) : מה מתוך זה אתה צריך לבחור. 
SHOSH: (1:40:51) : זה יותר מסובך לא. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:54) : שלחי לי וואטסאפ. אני אשלח לך סרטון קטן איך עושים את זה. 
SHOSH: (1:41:00) : וואו נהדר תודה רבה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:02) : זוהר רחל זוהר מי רוצה לשאול שאלה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:06) : זוהר יאללה זוהר שאל שאלה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:13) : כנראה שכחת להוריד את היד עוד מישהו רוצה לשאול שאלה אתה לא צריך להתנצל הכל בסדר 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:24) : עוד מישהו רוצה לשאול שאלה אני מקשיב יש לכם עוד שמונה דקות שזורקים אותנו אני פתוח לשאלות 
SHOSH: (1:41:35) : אוקיי אז לי יש שאלה. אני שואלת שיש לך הרבה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:39) : שאלות. 
SHOSH: (1:41:40) : קניתי טאבלט ואני לא יודעת 
SHOSH: (1:41:45) : בכלל איך להעביר מהסלולר יאלה וכל זה אתה יודע לעשות את הדברים האלה בתשלום? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:53) : כן כן דבריתי אני נעשה את זה כאילו אני אפשר לבדוק איך עושים את זה תלוי איזה טאבלט יש כל מיני טאבלטים נבדוק את זה. לא כי אני 
SHOSH: (1:42:03) : לא כל כך יודעת. תמיד כשאני קונה טלפון חדש 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:07) : בחנות 
SHOSH: (1:42:08) : הם 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:09) : עושים לי את הכל תמיד עדיף מישהו שיעשה לך את זה באופן פיזי כי הדברים האלה העברות של דברים מטאבלט וכל זה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:17) : זה דברים שמרחוק מאוד מאוד קשה לעשות אותם 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:21) : דברים שצריכים להיות פיזית מול המכשירים האלה אוקיי אבל אתה מתמצא 
SHOSH: (1:42:26) : בטאבלטים? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:31) : מתמצא כאילו בתלוי במה כאילו בהגדרות וכל זה כן אבל להעביר מידע זה משהו שבאתי לעשות מרחוק זה לא קשור לטאבלטים אבל באופן עקרוני יש שאלות על טאבלטים כן 
SHOSH: (1:42:42) : אבל 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:42) : אייפון אני פחות מתמצא יותר באנדרויד 
SHOSH: (1:42:44) : נכון אבל כשיש טאבלט אז אפשר להעביר 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:47) : רק 
SHOSH: (1:42:48) : מהסלולרי נכון כי זה אנדרויד 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:54) : אפשר להעביר יש כל מיני טכניקות אפשר להעביר לא כי זה 
SHOSH: (1:42:57) : לא 
SHOSH: (1:42:59) : מהמחשב נכון 
SHOSH: (1:43:01) : מחשב זה 
SHOSH: (1:43:03) : משהו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:04) : אחר וטאבלט זה משהו אחר? בוודאי שזה אחר. אז 
SHOSH: (1:43:07) : זהו, אז רק מהסלול הרי. כן, תודה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:12) : עוד שאלות, אני מקשיב. 
Shlomo Ashkenazi: (1:43:15) : אני חייב לסלול לגבי הזיכרון של הגוגל. אני התחלתי, זה ככה. התחלתי לשני צבע, אחרי שנשברתי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:23) : אוקיי. 
Shlomo Ashkenazi: (1:43:24) : ואני צריך גם את בני המשפחה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:29) : אוקיי. 
Shlomo Ashkenazi: (1:43:33) : מה אכפת לי? לא, אני יכול לעמוד בתמכור של זה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:37) : אוקיי, אוקיי. לא, גם אני רוצה שני ג'יגה, אני סתם שואל לו. 
Shlomo Ashkenazi: (1:43:43) : אוקיי. 
Shlomo Ashkenazi: (1:43:45) : ומה שרציתי לדעת, הבת שלי היה לה 100 ג'יגה, 
Shlomo Ashkenazi: (1:43:51) : ואמרתי אוקיי, נצרף אותה, אבל בעיה שלי שאני לא יודע אם החשבון שלהם צריך להשתלם. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:59) : שוב שוב, אני לא שומעים אותך מאוד טוב, אז תחזור על החלק האחרון. לא מבינים 
chaya dr.fried: (1:44:04) : אותך. 
Shlomo Ashkenazi: (1:44:05) : לבת שלי היה 
Shlomo Ashkenazi: (1:44:10) : 100 ג'יגר, וצרפת אותה לחשבון. אני לא יודע אם כאשר צרפת אותה לחשבון, האם מה שהיה לה שם, 
Shlomo Ashkenazi: (1:44:19) : במאה הג'יגר, או להשתתף פחות כמובן, 
Shlomo Ashkenazi: (1:44:22) : עבר לצירוף הזה, או שנשאר בחשבון נשרד. 
Shlomo Ashkenazi: (1:44:28) : ואם החשבון שלה 
Shlomo Ashkenazi: (1:44:31) : מפקד להשלם אנחנו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:44:32) : לא ידעים. קודם כל תתקשיב נעשה סדר. אתה יכול להיכנס בגוגל שלה למנויים שלה אוקיי? כאילו יש לה בגוגל פליי באפליקציה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:44:46) : יש את האפליקציה 
Shlomo Ashkenazi: (1:44:47) : בטלפון. תקשיב אני מבקשים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:44:49) : אתה נכנס לגוגל פליי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:44:52) : שם אתה הולך לזה ויש לך מנויים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:44:56) : אתה מכיר את זה? 
Zo: (1:44:58) : אני לא מכיר את זה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:44:59) : נהיה רגע רגע רגע אל תדברו רגע אני עם שלמה רגע. אתה מכיר את זה? לא 
Shlomo Ashkenazi: (1:45:05) : אני לא מכיר את זה אבל שאלה אם אני יכול 
עומר טייכר | מדריך וטכנאי מחשבים: (1:45:08) : לדואג דרך הטלפון או אני יכול לגמרי. דרך הטלפון זה יותר פשוט. אוקיי. דרך הטלפון זה יותר אפשר כל מדרכים דרך הטלפון זה יותר פשוט. הולכים לגוגל פלי יש לך את הכפתור למעלה של הפרופיל אתה לוחץ עליו ויש לך מנועים ותשלומים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:45:24) : שם אתה יכול לראות אם היא עדיין רשומה אני חושב שכן אלא אם היא ביטלה אני לא רואה סיבה שהם לא ימשיכו לקבוע את ממנה כסף. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:45:32) : שם אתה יכול לראות ולבטל את מה שיש לה ואפילו לבקש ריפנד על הזמן שנותר. אז מה, זאת אומרת, תחום השאלה 
Shlomo Ashkenazi: (1:45:46) : לא יינוחק? מה זה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:45:49) : ריפנד? ריפנד זה, בואי נתן לך דוגמה, נגיד היא עשתה מנוי לשנה, אוקיי? אוקיי. והמנוי נגמר ב-30 בראשון ל... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:46:01) : בינואר 2026, אוקיי? נשאר חצי שנה. אוקיי. ואתה לא צריך את המנוי הזה יותר. אתה יכול לבקש ריפן, והם מזקים אותך יחסית 
עומר טייכר | מדריך וטכנאי מחשבים: (1:46:14) : על החצי שנה הזאת, כי הרי שילמה מראש 80 שקל נגיד, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:46:19) : אז היא יכולה לקבל 40 שקל על החצי שנה מראש, כי היא כבר בתוכנית שלך, היא לא צריכה את זה. 
Shlomo Ashkenazi: (1:46:25) : אבל החומר שהיה שם... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:46:27) : לא, אין קשר לחומר, לא לא. אין קשר לחומר. החומר נשאר, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:46:33) : זה שהיא מקבלת את זה ממך ולא מהתוכנית שלה זה לא קשור לחומר, גם אם נגיד היה לה 100 ג'יגה ואתה מבטל את זה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:46:42) : עדיין הם היו אומרים לה שיש לה חודש לחדש, הם לא מוחקים דברים, זה לא שאם אתה 
Shlomo Ashkenazi: (1:46:49) : פתאום 
עומר טייכר | מדריך וטכנאי מחשבים: (1:46:49) : מבטל חשבון הם מוחקים לך את הקבצים. אוקיי, 
Shlomo Ashkenazi: (1:46:53) : אפשר לא למחק ואז... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:46:55) : לא נמחק שום דבר, אתה פשוט... אתה רוצה שתקבל את ה100 ג'יגה ממך ולא מכסף שתשלם. זה דבר אמרה כן. אז את זה אתה צריך לבטל את החשבון שלה. אוקיי, ואנדורי 
Shlomo Ashkenazi: (1:47:09) : כשאני מבטל בחשבון שלה, אוטומטית אצלי בחשבון שאני מקצה לה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:47:18) : היא 
Shlomo Ashkenazi: (1:47:19) : תוכל... נכון, נכון, נכון. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:47:20) : אוקיי, וכל חומר שהיה נשמר. אין קשר, החומר הוא לא הולך לאיבודו. גוגל לא מוחק עם חומר. בגלל שלא משלמים, נותנים לך התראות, נותנים לך אפילו, הם אומרים לך אפילו, לא תשלם, לא תקבל יותר אימיילים, הם בכל מקרה לא ימחקו את המידע שלך, גם אם נגיד אחרי חודש, סתם לדוגמה לא תשלם, הם יגידו לך, פיצצת את התיבה, אנחנו מפסיקים, לא תוכל לקבל מיילים, לא תוכל לשמור, את המידע הם לא ימחקו לך מהחשבון, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:47:52) : אין חיה כזאת 
Shlomo Ashkenazi: (1:47:53) : אוקיי עזרת לי מה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:47:55) : נעמי יש לך שאלה לפני ש... יש לך דקה. נעמי. הבטחית 
עומר טייכר | מדריך וטכנאי מחשבים: (1:48:02) : מיקרופון. 
SHOSH: (1:48:04) : מיקרופון. 
נעמי: (1:48:05) : כן עכשיו זה בסדר. בהמשך לשאלה הקודמת, איך מגיעים לגוגל פליי שאמרת קודם? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:48:12) : יש לך איזה פשוט מאוד בתוך הטלפון באנדרואיד יש לך אפליקציה שנקראת גוגל פליי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:48:18) : פלייסטור, פלייסטור, נראה לי פלייסטור, אולי דואל בתי פלייסטור. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:48:23) : פלייסטור או גוגל פליי? פרם מדי אני אגיד גוגל פליי או פלייסטור? גוגל פליי. 
chaya dr.fried: (1:48:27) : ונקרא 
Michael Badnani 9299: (1:48:30) : חנות פליי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:48:31) : חנות פליית, ועברית, ואנגלית.
