עומר טייכר | מדריך וטכנאי מחשבים: (21:29) : עוד חמש דקות מתחילים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:06) : מווינדוסים קדומים זה כבר עובד. אני 
AD: (1:33:10) : אנסה אם האם אני. 
AD: (1:33:12) : לא, גם לא. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:14) : לא מגיעו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:18) : אני אבדוק על זה ואני אחזור עליך. 
AD: (1:33:20) : כי באמת, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:21) : את 
AD: (1:33:21) : השאלה שאני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:22) : לא נתקל בה. למה זה קורה? כאילו יכול להיות שזה תקלה שזה קורה משהו בזה? 
AD: (1:33:27) : זה מחשב נייד, יכול להיות שלה-Escape צריך Function Escape? 
AD: (1:33:32) : ל-Escape 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:32) : לא אמור להיות Function, אבל תנסה עם Function, לא נראה לי אבל לא. 
AD: (1:33:39) : לא, גם לא. כי ה-F'ים הם כן דורשים את ה-Function. בוודאי, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:45) : אבל Control-Shift-Escape לא אמור להיות עם Function. אז 
AD: (1:33:49) : לא עובד לי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:51) : תשלח לי את הדגם של המחשב שלך אני אבדוק את זה. כי זה באמת שאלה שאני צריך מעניינת. 
AD: (1:33:58) : אוקיי אני אשלח לך. 
SHOSH: (1:34:00) : מה זה עושה? זה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:02) : פותח את מנהל המשימות. זה מה שהראיתי מקודם. אני אראה לך שוב. 
SHOSH: (1:34:07) : לא לא בסדר. לא אני אראה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:08) : לך. את רואה את המנהל המשימות? את רואה את זה שהראיתי מקודם? לא. 
SHOSH: (1:34:16) : מה אתה מראה? איפה כתוב? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:18) : היי. כתוב 
SHOSH: (1:34:19) : מנהל המשימות אבל לא ראיתם 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:21) : שולט על כל התוכנות במחשב אבל 
SHOSH: (1:34:24) : איזה איזה אייקון פה בתוך זה לא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:27) : אין אייקון 
SHOSH: (1:34:28) : אין אייקון 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:30) : את לוחצת את לוחצת על השורה התחתונה כפתור ימני. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:36) : על כל הכל התחתונה את רואה את הפס התחתון 
SHOSH: (1:34:38) : כן כן כן כפתור 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:39) : ימני מנהל משימות וזה עובד אין איזה קיצור דרך. בשביל להגיע לזה בצורה פשוטה לוחצים על Ctrl Shift ו- Escape. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:51) : רואן, נחצתי על כפתור Shift ו- Escape, פתח לי. כן, יפה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:59) : יש לכם עוד 20 דקות לשאול שאלות. 
SHOSH: (1:35:03) : אז אני אשאל. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:05) : קניתי 
SHOSH: (1:35:05) : טאבלט שאני, שקניתי אותו בלי כלום. האם אתה יודע להעביר לי נגיד אולי מהסלולרי לשם? איזה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:15) : טאבלט זה? 
SHOSH: (1:35:18) : לא זוכרת את השם אפילו, לא פתחתי. מה אתה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:20) : רוצה להעביר? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:22) : שהוא 
SHOSH: (1:35:22) : יעבוד, מה זה, בשביל מה קניתי טאבלט? כרגע כלום. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:27) : אפשר 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:29) : לדבר. בסדר. 
SHOSH: (1:35:30) : כי צריך בטח להעביר את הסלולרי אני חושבת, לא? צריך 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:35) : לבדוק מה האפשרויות של העברה. 
SHOSH: (1:35:40) : עוד 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:40) : שאלות? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:44) : אם אין עוד שאלות אני 
עמליה: (1:35:44) : סופר. תומר שלום, אני כתבתי בצ'אט בבקשה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:49) : כן, בואו נראה מה כתב. עכשיו אני רואה. כשלוויתי מחשב מנהלת והסוללה מלאה, בכל זאת אפשר להשאיר אותו מחובר. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:58) : כמה משך אתה מחשב? 
עמליה: (1:36:02) : שנה בערך. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:03) : שנה, אוקיי, למה אני שואל? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:07) : המחשבים הלילים החדשים, מחשב של שנה ביניהם, יש להם מערכת בקרת חשמל, זאת אומרת שמה שהם עושים, כשאת מחברת אותם לחשמל, הם יוצרים ניתוק בזמן שהסוללה מלאה, והם לא מתקלקלים. המחשבים הישנים, שנגיד 6 שנים ומעלה, 5 שנים ומעלה, ואין להם את המערכת בקרת חשמל, הם מתחממים, זה מחמם והורס את הסוללה. אבל אני מעריך ומאמין תמיד יכולה לשלוח לי בוואטסאפ 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:35) : את הדגם של המחשב שלך. את יכולה, עריתי, את יכולה לשלוח לי את הספסי, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:44) : ואת יכולה לשלוח לי בהרצאה, בהתחלה. 
עמליה: (1:36:46) : כן, כן. את יכולה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:48) : לשלוח לי את הדגם של המחשב הנהיין, ואני אוכל להגיד לך, לרוב זה כן, כי מחשב של שנה הוא עובד עם בקרה. זאת אומרת שגם אם תחברי את כל הזמן את המטען, הוא קומן יכבד את עצמו שהטעינה מלאה והוא לא יערוץ לך את הסוללה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:04) : הבנתי, 
עמליה: (1:37:04) : כי באמת במחשב הישן, ישן, ישן שהיה, זה מה שהיה קורה שהסוללה הייתה מתחממת. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:10) : זה מגנונים שהתפתחו עם השנים וזה כבר כמה שנים שזה עובד, אז אני מעריך שהמחשב שלך לא, הוא גם עובד או. 
עמליה: (1:37:18) : אוקיי, אני שלח לך, תודה רבה רבה. בכיף, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:21) : בכיף, בכיף, בכיף, בכיף. בואו נראות שאלות 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:27) : לנתב 4 יציאות קוויות מדוע אפשר לחבר מכשיר שייתן יציאות נוספות? לא יודע אם הוא כבר פה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:35) : לא פה נעלם 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:40) : חקר להרצאה ג'ימס, סרה עוד שאלות? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:45) : טוב, אני סופר לאחור כמו במכרד 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:49) : אחד, איך אומרים? שלוש שתיים אחד, נמכר, יאללה ביי תודה 
SHOSH: (1:37:57) : רבה
