עומר טייכר | מדריך וטכנאי מחשבים: (24:15) : עוד חצי דקה מתחילים. עוד חצי דקה מתחילים. 
אורי אסיף: (1:32:09) : In יחד 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:09) : המחשבים של היום, ‫שהטכנולוגיה שלהם מאוד מאוד חדשה, ‫יש להם נטייה יותר להתקלקלו. ‬‬
אורי אסיף: (1:32:15) : ‫אוקיי, תודה רבה. תודה. ‫-רגע, ‬‬
SHOSH: (1:32:18) : באמת... 
Zohar: (1:32:20) : ‫עומר, אפשר קרובה? ‬
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:20) : ‫-זוהר, תשאלו. ‬
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:24) : זוהר? 
Zohar: (1:32:26) : כן עומר, ערב טוב. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:28) : אני מקשיב. 
Zohar: (1:32:30) : אוקיי, יפה. ככה, אני מבין שמשך אחד מהם צריך להתחבר באמצעות 
Zohar: (1:32:38) : פיזית להראות את 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:39) : זה, נכון? אמת. 
Zohar: (1:32:41) : אני צודק, עכשיו תראה, יש לי בעיה, אצלי המדפסת מחוברת ב... 
Zohar: (1:32:50) : לא בקבל, אלא ב... ווי-פיי. בחורין הזה, שכחתי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:32:55) : ווי-פיי. 
Zohar: (1:32:56) : ווי-פיי, נכון. למה? כי אין לי מספיק סוקטים. כל הסוקטים שלי בראוטר סוסים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:04) : אוקיי. אבל אתה יכול לחבר את המדפסת באופן עקרוני? 
Zohar: (1:33:09) : בקבל רשת? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:10) : באופן עקרוני. 
Zohar: (1:33:12) : אני לא שואל על המדפסת, המצוקה שלי זה שאין לי יציאות יותר בראוטר. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:16) : אוקיי. 
Zohar: (1:33:17) : יש לי שתי טלוויזיות שמחוברות עם קבל, ושני מחשבים שמחוברים עם קבל, ועוד איזה שני דברים. נדבר לי שיש שם איזה שש הציעות או משהו כזה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:27) : בראוטר יש ארבע הציעות. 
Zohar: (1:33:31) : ארבע. אז הנה, פתרתי את כל הארבע שלי דפוסים. אוקיי, מה אתה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:36) : רוצה לעד? 
Zohar: (1:33:40) : אני רוצה לצעוק על המצוקה שלי, לבכות על המצוקה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:43) : שלי. אתה רוצה שיהיה לך עוד חיבורים? 
Zohar: (1:33:48) : אני ניסיתי לחבר את המדפסת עם קבל רשת במקביל למשהו אחר. זה לא היה פטנט מוצלח. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:55) : אתה 
Zohar: (1:33:55) : יכול לך, אתה יכול 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:57) : לקנות... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:33:59) : תקשיבו, אתה יכול לקנות דבר שנקרא סוויץ'. סוויץ' זה בעצם מתחבר לאחד מהיציאות בראוטר ומפצל אותה לעוד ארבע. 
Zohar: (1:34:12) : כן, ניסיתי לעשות את זה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:14) : אוקיי. 
Zohar: (1:34:15) : זה לא כל כך... זה לא הפתרון מוצלח. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:17) : למה? 
Zohar: (1:34:18) : כי זה העיט את המהירות ועשה לי בעיות בטלוויזיה כל פעם. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:24) : אתה צריך לדבר איתי, צריך למבדוק את זה, כי סוויץ' לא אמור לעשות בעיות. אם אתה קונה חברה טובה, אין סיבה שהוא יעשה בעיות. 
Zohar: (1:34:33) : אני איתי נדמה לי מפצל של טיפי לינק דווקא, אבל זה לא... 
Zohar: (1:34:38) : אוקיי, אני... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:39) : אתה מדבר איתי? אני רוצה לרדת לשורש הדבר הזה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:46) : לא הבנת? לרדת לשורש הדבר הזה. 
SHOSH: (1:34:49) : לי יש שאלה על... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:50) : רגע, שוש, רגע, רגע, שוש. 
SHOSH: (1:34:52) : אני לא סיים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:54) : זוהר, אתה מקשיב? 
Zohar: (1:34:56) : מה שאלת? כתוב אותך. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:59) : אני אומר, צריך לרדת לשורש הדבר הזה. למה המפצל לא עשה טוב? אני צריך לבדוק את זה, כי אני משתמש בסוויץ'ים ואין עם זה שום בעיה, זה לא מעט את המהירות. 
Zohar: (1:35:12) : אם אתה אומר סוויץ' אז זה לא מפצל, אז זה מבטל אחד ועובר לשני, זה לא עובד במקביל. אני צודק? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:20) : לא, סוויץ אתה מחבר לאחד מהרכיבים, אחד מהיציאות, והוא מפצל את היציאה הזאת לארבע. אבל אתה מחבר לסוויץ דברים שהמהירות שלהם יותר נמוכה, שאתה לא צריך מהירות גבוהה בהם. זה כמו מפצל USB. 
Zohar: (1:35:34) : הבנתי. 
Zohar: (1:35:36) : אין 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:36) : סיבה שהוא יוריד 
Zohar: (1:35:37) : לך את המהירות 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:38) : של האינטרנט. 
Zohar: (1:35:45) : תראה, ברגע שאתה אומר switch, אז זה לא מפצל. Switch, אתה בורר לך אם זה יעביר לא' או לב', לא במקביל. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:00) : אני לא זוכר קוראים לזה סוויץ' או הב', אני אבדוק, אני לא זוכר. אני לא זוכר את 
Zohar: (1:36:07) : השם של... קוראים לזה Hub, אתה יודע? לא, אני חושב... ואני מודה לך על ההרצאה, מעניינת כתמיד. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:12) : כן, אבל תשלח לי, תשלח לי, זוהר, תשלח לי וואטסאפ, אני אחזיר לך את התשובה המדויקת. 
Zohar: (1:36:21) : בסדר גמור. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:22) : בסדר, יש תשובה 
Zohar: (1:36:23) : לזה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:24) : אני לא זוכר אותה כרגע. 
Zohar: (1:36:28) : אוקיי, בסדר עומר, תודה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:31) : שוש, מה... 
Ronen Ben Yitzhak: (1:36:32) : האם אתה תוכל לשלוח קישור להרצאה להקלטה שלה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:37) : בוודאי. 
SHOSH: (1:36:38) : מחר? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:39) : מחר נכון. 
SHOSH: (1:36:43) : אז השאלה שלי לגבי מטפסת HP. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:46) : כן. 
SHOSH: (1:36:48) : אני לא יודעת איך להפיל את השריקה בתוכה אז אם אתה יודע גם את זה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:53) : אני יודע הכל אבל אנחנו צריכים לדבר כספרים פרטנים. אנחנו נדבר ואנחנו נעשה הכל. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:01) : מה עוד? עוד שאלות? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:07) : שמרתי את הצ'אט שלכם, אני אעבור על הצ'אט, ואם אני אראה פה שאלות זה, אז אני... אז אני... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:16) : אצור קשר עם אותו בן אדם. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:21) : אני עושה מחירה פומבית, סופרת חמש אחורה, אם אף אחד לא מרים את היד, ‫אני יוצא. ‫חמש, ‬‬
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:29) : ארבע, 
Zohar: (1:37:30) : שלוש, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:32) : ‫שתיים, ‬
dvora shvarts: (1:37:33) : שתיים... 
dvora shvarts: (1:37:36) : ‫דבורה ‬
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:36) : שלי. 
dvora shvarts: (1:37:37) : ‫נכון מאוד. ‫אם יש לי מש, האם זה יותר קרינה בבית? ‬‬
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:43) : ממש לא, ממש לא. בכלל, מכשירים שהם מקרינים לדבך קצר, בתקום מחקרית שהם לא עושים קרינה. דברים שמשדרים לדווח קצר כמו ראוטר, או דברים בלוטוס לא עושים קרינה, לא מזיקים לגופרה קרינה לדווח ארוך. יש קונספירציות, זה לא אני, אני עובד על מחקרים ‫שהם מדעיים ופורסמו. ‫זה מה שאני יודע. ‫אני לא חשמלי, אז אני לא יכול ‫להגיד לך שהוא מומחה לקרינה, ‫ואני קורא מחקרים. ‬‬‬‬‬
dvora shvarts: (1:38:14) : ‫אז רגע, המודם זה רע יותר, נכון? ‫-המודם ‬‬
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:18) : זה רע יותר, נכון. זאת 
dvora shvarts: (1:38:20) : אומרת, אני יכולה לשים אותו בחדר שלם, בחדר הילדים, ולא נורא. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:24) : נכון מאוד, נכון, אף אחד עכשיו לא ימות. 
dvora shvarts: (1:38:27) : לא יודעת, זה מפחיד אותי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:29) : אין לך מה לפחד, קרינה לדבר קצר לא עושה שום דבר. מה 
dvora shvarts: (1:38:32) : זה נקרא דבר קצר? אם 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:33) : אתה 
dvora shvarts: (1:38:33) : רוצה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:34) : לחקור לבד ולא לסמוך על דעתי, את מוזמנת. את מוזמנת לחקור, אבל זה מה שאני קראתי במהלך השנים. אני לא, שוב, אני לא יודע, הכל זה מה שאני יודע. דבר 
dvora shvarts: (1:38:44) : קצר זה נקרא מרחק קצר? זה הכוונה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:47) : באמת. דבר קצר זה מרחק קצר. נגיד טלפון שמקבל את הקרינה שלו 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:54) : מאנטנה, זה טווח רחוק. טווח קצר זה הדיבור בין הראוטר, הרי ראוטר מקבל בקבל, ‫הוא מקבל את האינטרנט בקבל. ‫הוא לא מתחבר לאיזה אנטנה. ‫הכול קצר מבחינתו. ‫הראואוטר ‬‬‬‬
dvora shvarts: (1:39:07) : שלי זה ה velope, זה למען... ‫אה, יש לו קבל לתוך החשמל, כן. ‬
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:11) : ‫נכון. ‫הכל, הראואוטר מקבל את ‫האינטרנט בקבל, ‫הוא לא מקבל בוואי פיי. ‫הוא מפזר אותו בוואי פיי, הוא לא מקבל אותו בווי פיי. ‬‬‬‬‬
dvora shvarts: (1:39:20) : אתה שמעת על סיבים שעוצים עכשיו לטלוויזיות, סיבים? מה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:24) : זאת אומרת? יש 
dvora shvarts: (1:39:26) : ערב טלוויזיה עכשיו שאומרים לך תעבור לאינטרנט סיבים, לא אינטרנט סיבית. אם זה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:29) : זה כבר latter, זה המון שנים זה לא חדש. 
dvora shvarts: (1:39:31) : תביא יש נסיilla, אז האינטרנט סיבים הזה זה קרינה? יש בזה קרינה? ממש 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:35) : לא. 
dvora shvarts: (1:39:37) : למרות שהרשם בסך הכל זה בכל הבית. כי זה אינטרנט. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:40) : זה לא כזה, זה רק מפיץ את האינטרנט לכל הבית, אבל הסיב מתקבל באופן... הוא... את מקבלת את הסיב הבית, אתה מקבל לו. אמרת לי, מה שמופץ בבית זה דבר קצר, בית זה דבר קצר. אז הסיבים 
dvora shvarts: (1:39:54) : האלה בטוחים, אתה אומר? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:55) : אני פחות 
dvora shvarts: (1:39:55) : אמרתי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:56) : חד משמעית. היו 
dvora shvarts: (1:39:57) : ציר טכנאים... תעשי 
Zohar: (1:39:58) : מהמיקורגן ששלך קוראים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:01) : המיקורגן 
dvora shvarts: (1:40:02) : יותר 
Zohar: (1:40:02) : מסוכן מהסיבים. 
dvora shvarts: (1:40:05) : אני כשרציתי, אמור לי לעשות סיבים, הטכנאי בעצמו אמר לי, אל תעשי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:10) : הטכנאי לא, מי שאמר לך אל תעשי, כי יש קרינה הוא לא מבין שום דבר, אני לא יודע, מי הטכנאי שיגיד לך לא לעשות. 
dvora shvarts: (1:40:17) : לא בגלל הקרינה. אמר לי לא לעשות. בגלל שזה מחובר לאינטרנט וכשאין אינטרנט אז אין טלוויזיה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:26) : זה נכון. אבל לא אמור להיות סיבה שזה נכון. אם אין אינטרנט אין טלוויזיה אבל שוב. 
dvora shvarts: (1:40:34) : כשאני באמת זו תלוויזיה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:37) : אבל זה לא אמור לקרות לך. כאילו, זה קורה פעם בניתוקים כאלה, קורים פעם בהמון זמן. בגלל זה לא לעשות? כן 
dvora shvarts: (1:40:46) : לעשות, אתה אומר, טוב. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:49) : הרבה דברים מתנתקים פעם, אז מה, את לא משתמשת בהם? החשמל מתקובע פעם בכמה זמן, את לא משתמשת בחשמה, לא? 
dvora shvarts: (1:40:58) : אני מפחדת כי הטלוויזיה, אני על מנה, כמעט כל היום. אין 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:02) : מה לפחד, אל תפחדי. זה מתנתק פעם במאה שנה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:07) : זה לא הסיבה לא לעשות. כן, 
dvora shvarts: (1:41:09) : זה אמרתי, הטלוויזיה היא דלוקה 24 שבע. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:13) : אז אם למשל 
dvora shvarts: (1:41:13) : נגיד 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:15) : שעה אין לך אינטרנט, תעשי מדיטציה. 
dvora shvarts: (1:41:17) : לא, לא בגלל האינטרנט, 
dvora shvarts: (1:41:20) : זה כל היום וכל הילד ככה דלוק. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:22) : לא, לא, לא, הקרינה היא נחמדי דוגו. טוב, 
dvora shvarts: (1:41:25) : עזרת לי מאוד, מה אני אגיד לך? אני כבר אעבור לסקלסים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:28) : חד משמעית. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:30) : זה יותר זו או לא, אני חושב. כן. 
Zohar: (1:41:34) : אם מדוע זה בגלל קרינה, תזריקי את המיקרוגל מהבית. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:38) : כן, 
dvora shvarts: (1:41:38) : אני לא... 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:38) : לא, דווקא כשאת משתמשת במיקרוגל, שמעתי שהיא, כאילו, קראתי שהם עומדים מעל שלוש מטר זה בסדר. לא לעמוד לידו אבל שצריכים לעמוד רחוק. 
dvora shvarts: (1:41:48) : איך אני אפיל אותו מעל שלוש מטר? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:51) : לא, כשאת מפעילה את מתרחקת שהוא עובד, את לא מפעילה אותו משלוש מטר, את מפעילה ומתרחקת, את לא עומדת לידו במטבק שהוא עובד. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:02) : אני אומר, מיקרוגל הרבה יותר מסוכן מהסיבים. 
rg: (1:42:08) : אפשר לשאול שאלה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:09) : כן. 
rg: (1:42:11) : אפשר לשאול שאלה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:12) : כן, תשאלי. 
rg: (1:42:15) : אני קולטת ווי-פיי של השכנים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:18) : אוקיי. 
rg: (1:42:21) : זאת אומרת, אין לי אינטרנט ביתי. עכשיו בוא נגיד, ואני רוצה לחזור בתשובה ולהיות צדיקה, ואני רוצה להתקין אינטרנט בבית כדי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:33) : שיהיה 
rg: (1:42:33) : לי משלי 
rg: (1:42:36) : איזה ציוד אני צריכה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:40) : אני תכף יוצא אני לא אספיק להגיד לך את כל הדבר הזה את צריכה להצליח לצאת אני לא אספיק להגיד לך כל מה שאת צריכה. 
Zohar: (1:42:49) : בקטן 
עומר טייכר | מדריך וטכנאי מחשבים: (1:42:50) : אני לא אספיק להגיד לך פשוט אני חייב לזוז. 
Zohar: (1:42:54) : למה לי אין שכנים כאלה. 
Zohar: (1:42:58) : למה לי אין שכנים כאלה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:00) : או זה שאלה מעולה אולי אתה צריך לעבור לבניין שלה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:05) : שכולם יתחברו 
rg: (1:43:06) : לו. אין לי רעות תנויות. 
Zohar: (1:43:10) : אולי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:10) : כולנו נעבור 
rg: (1:43:11) : לבניין 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:12) : ונתחבר לווי-פיי שלו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:17) : לא 
rg: (1:43:17) : אבל הקליטה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:18) : מצוינת, רק 
rg: (1:43:19) : יש לי איסורי מצפון. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:22) : אה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:25) : אם את לא משתמשת הרבה באינטרנט, את לא גוזרת, לא הרבה. אני גם משתף את האינטרנט שלי עם השכנה שלי, וזה הכל טוב. עוצמת הקריטה נמוכה ועוצמה נמוכה מתחת לתקן של ארגון הבריאות העולמי, נכון, אני לא אמרתי שזה לא מייצר קרינה. אמרתי שהקרינה היא במינון מאוד מאוד, חזקה, אמרתי שהיא קרינה בטוחה לשימוש, קרינה לדבר קצר היא קרינה בטוחה לשימוש, ברור שיש קרינה, זה לא שזה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:54) : ברור. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:43:59) : חד משמעית יש קרינה, אבל היא קרינה בטוחה, נכון. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:44:04) : יש לכם בדיוק 3 דקות, 4 דקות לשאול אותי שאלות, כל שאלה, כל מעבר לזה, אתם צריכו לשאול אותי באופן פרטי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:44:14) : עוד משהו? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:44:16) : 5, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:44:18) : 4, 3, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:44:21) : 2, 1, אני מאחל לכם ערב טוב אנחנו נתראה בהרצאה הבאה 
Zohar: (1:44:27) : תודה רבה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:44:29) : ביי, שמחתי, שמחתי באהבה תודה שמחתי, שמחתי, באהבה. ביי.
